브랜드,모델명,트림,세부트림,연료,차종,연식
현대,더 뉴 그랜드 스타렉스,밴 3인승,스마트,디젤,SUV,2018
현대,그랜드 스타렉스,캠핑카,,디젤,SUV,2014
기아,레이,터보,,가솔린,소형,2013
기아,카니발 4세대,9인승 시그니처,,디젤,SUV,2020
쉐보레(GM대우),리얼 뉴 콜로라도,3.6 Z71-X 미드나잇 4WD,,가솔린,픽업트럭,2021
기아,모하비 더 마스터,디젤 3.0 4WD 6인승,마스터즈,디젤,SUV,2023
기아,쏘렌토 4세대,HEV 1.6 2WD,그래비티,가솔린+전기,SUV,2021
현대,더 뉴 그랜저 IG,2.5,프리미엄,가솔린,세단,2020
기아,올 뉴 모닝,디럭스 스페셜,,가솔린,소형,2011
기아,쏘렌토 4세대,HEV 1.6 2WD,시그니처,가솔린+전기,SUV,2020
현대,더 뉴 i30,2.0 PYL,,가솔린,소형,2016
기아,카니발 4세대,가솔린 9인승 프레스티지,,가솔린,SUV,2022
현대,더 뉴 아반떼,1.6 GDi 스마트,기본형,가솔린,세단,2014
현대,그랜저 하이브리드 (GN7),익스클루시브,,가솔린+전기,세단,2023
기아,올 뉴 카니발,9인승 럭셔리,,디젤,SUV,2014
기아,카니발 4세대,가솔린 9인승 하이리무진,시그니처,가솔린,SUV,2021
기아,올 뉴 모닝,럭셔리,,가솔린,소형,2013
현대,쏘나타 하이브리드 (DN8),프리미엄,,가솔린+전기,세단,2019
기아,올 뉴 모닝,럭셔리,,가솔린,소형,2012
기아,더 뉴 레이,프레스티지,,가솔린,소형,2021
현대,아반떼 (CN7),1.6,모던,가솔린,세단,2022
기아,더 뉴 쏘렌토,디젤 2.2 4WD,노블레스,디젤,SUV,2018
현대,그랜저 HG,HG240 모던 컬렉션,,가솔린,세단,2016
기아,모하비 더 마스터,디젤 3.0 4WD 7인승,마스터즈,디젤,SUV,2020
현대,아반떼 (CN7),1.6,모던,가솔린,세단,2021
기아,더 뉴 카니발 4세대,HEV 9인승 하이리무진 (특장업체),,가솔린+전기,SUV,2024
기아,올 뉴 카니발,9인승 하이리무진,프레스티지,디젤,SUV,2015
현대,코나,1.6 터보 2WD,프리미엄,가솔린,CUV,2020
현대,더 뉴 제네시스 쿠페,200 터보 S,,가솔린,소형,2012
기아,K5 3세대,1.6 터보,노블레스,가솔린,세단,2022
현대,더 뉴 아반떼,1.6 GDi 텐밀리언 리미티드,기본형,가솔린,세단,2014
쉐보레(GM대우),볼트 EV,EV 프리미어,,전기,소형,2018
기아,K5 하이브리드 3세대,노블레스,,가솔린+전기,세단,2022
기아,K5 2세대,LPI SX,노블레스,LPG,세단,2015
기아,카니발 4세대,9인승 시그니처,,디젤,SUV,2020
기아,더 뉴 쏘렌토,디젤 2.2 2WD,노블레스 스페셜,디젤,SUV,2018
기아,카니발 4세대,7인승 시그니처,,디젤,SUV,2020
기아,K3,디젤 프레스티지,,디젤,세단,2014
현대,더 뉴 그랜저 IG,2.5,르블랑,가솔린,세단,2021
기아,더 뉴 쏘렌토 4세대,가솔린 2.5T 2WD,노블레스,가솔린,SUV,2023
르노코리아(삼성),뉴SM5(신형),LE,,가솔린,세단,2010
기아,더 뉴 레이,프레스티지,,가솔린,소형,2021
기아,올 뉴 모닝,럭셔리,,가솔린,소형,2014
기아,K3,디럭스,,가솔린,세단,2014
현대,더 뉴 코나,가솔린 2.0 2WD,2.0 N,가솔린,CUV,2021
현대,더 뉴 그랜저 IG 하이브리드,캘리그래피,,가솔린+전기,세단,2021
현대,그랜저 HG,LPG HG300 모던,,LPG,세단,2015
기아,스포티지 더 볼드,디젤 2.0 4WD,럭셔리,디젤,CUV,2019
르노코리아(삼성),SM5 노바,디젤 D,,디젤,세단,2015
기아,스포티지 5세대 하이브리드,30주년 에디션 2WD,,가솔린+전기,CUV,2024
현대,더 뉴 아반떼 (CN7),2.0 N,,가솔린,세단,2024
쉐보레(GM대우),볼트 EV,EV LT 디럭스,,전기,소형,2021
기아,셀토스,가솔린 1.6 터보 2WD,시그니처,가솔린,CUV,2020
기아,더 뉴 카니발,9인승 노블레스 스페셜,,디젤,SUV,2019
기아,카니발 4세대,9인승 프레스티지,,디젤,SUV,2020
현대,그랜저 (GN7),2.5 가솔린 2WD,캘리그래피,가솔린,세단,2023
기아,모하비 더 마스터,디젤 3.0 4WD 6인승,마스터즈,디젤,SUV,2020
쉐보레(GM대우),더 뉴 스파크,LS,베이직,가솔린,소형,2020
기아,카니발 4세대,가솔린 9인승 시그니처,,가솔린,SUV,2022
기아,스포티지 5세대 하이브리드,프레스티지 2WD,,가솔린+전기,CUV,2023
현대,더 뉴 그랜저 IG,2.5,르블랑,가솔린,세단,2021
현대,더 뉴 팰리세이드,가솔린 3.8 2WD,익스클루시브,가솔린,SUV,2022
현대,더 뉴 아반떼 (CN7),2.0 N,,가솔린,세단,2024
기아,K5 3세대,2,노블레스,가솔린,세단,2021
현대,쏘나타 (DN8),2,프리미엄,가솔린,세단,2019
기아,레이,디럭스 스페셜,,가솔린,소형,2013
현대,아반떼 AD,1.6 GDI 밸류 플러스,,가솔린,세단,2017
르노코리아(삼성),뉴SM3,LE,,가솔린,세단,2011
기아,K3,트렌디,,가솔린,세단,2013
현대,아반떼 AD,1.6 GDI 스마트,스페셜,가솔린,세단,2016
기아,쏘렌토 4세대,디젤 2.2 2WD,프레스티지,디젤,SUV,2020
현대,아반떼 (CN7),1.6,모던,가솔린,세단,2020
현대,더 뉴 코나,가솔린 1.6 터보 2WD,인스퍼레이션,가솔린,CUV,2021
기아,카니발 4세대,가솔린 9인승 하이리무진(특장업체),,가솔린,SUV,2023
기아,더 뉴 카니발,9인승 럭셔리,,디젤,SUV,2019
기아,카니발 4세대,11인승 프레스티지,,디젤,SUV,2021
쉐보레(GM대우),트레일블레이저,1.3 터보 2WD,프리미어,가솔린,소형,2022
현대,쏘나타 (DN8),2,인스퍼레이션,가솔린,세단,2019
기아,올 뉴 모닝,럭셔리,,가솔린,소형,2012
현대,투싼 (NX4),가솔린 1.6 터보 2WD,인스퍼레이션,가솔린,SUV,2022
기아,쏘렌토 4세대,HEV 1.6 2WD,시그니처,가솔린+전기,SUV,2022
현대,그랜저 IG,3.0 LPi 장애인용,프리미엄 스페셜,LPG,세단,2017
현대,그랜드 스타렉스,5인승 밴,모던,디젤,SUV,2016
기아,올 뉴 쏘렌토,디젤 2.0 4WD,노블레스,디젤,SUV,2017
현대,팰리세이드,가솔린 3.8 2WD,프레스티지,가솔린,SUV,2021
기아,K5 2세대,2.0 터보 SX,GT LINE,가솔린,세단,2016
현대,투싼 ix,디젤 2WD LX20,프리미어,디젤,SUV,2009
현대,더 뉴 아반떼 (CN7),2.0 N,,가솔린,세단,2024
현대,쏘나타 뉴 라이즈,2.0 스마트,,가솔린,세단,2017
현대,쏘나타 디 엣지(DN8),2.5 터보,N Line,가솔린,세단,2023
현대,아반떼 (CN7),1.6,인스퍼레이션,가솔린,세단,2021
현대,그랜저 하이브리드 (GN7),캘리그래피,,가솔린+전기,세단,2023
현대,투싼 (NX4),가솔린 1.6 터보 2WD,모던,가솔린,SUV,2021
현대,그랜저 HG,LPG HG300 택시형,,LPG,세단,2011
기아,스포티지 더 볼드,디젤 2.0 2WD,노블레스,디젤,CUV,2018
현대,더 뉴 팰리세이드,가솔린 3.8 4WD,캘리그래피 블랙에디션,가솔린,SUV,2024
현대,더 뉴 그랜드 스타렉스,밴 5인승,모던,디젤,SUV,2018
현대,제네시스 쿠페,200 터보 RW,,가솔린,소형,2009
현대,더 뉴 아반떼 (CN7),1.6,인스퍼레이션,가솔린,세단,2024
기아,올 뉴 모닝 (JA),프레스티지,,가솔린,소형,2019
현대,그랜저 HG,HG300 프리미엄,,가솔린,세단,2014
현대,올 뉴 투싼,디젤 2.0 4WD,모던,디젤,SUV,2015
현대,그랜저 HG,HG220 디젤 프리미엄,,디젤,세단,2014
쉐보레(GM대우),볼트 EUV,레드라인,,전기,소형,2023
기아,더 뉴 모닝 (JA),밴,프레스티지,가솔린,소형,2023
기아,카니발 4세대,가솔린 9인승 노블레스,,가솔린,SUV,2023
현대,쏘나타 (DN8),2.0 LPG(렌터카용),스타일,LPG,세단,2020
현대,더 뉴 코나,가솔린 2.0 2WD,2.0 N,가솔린,CUV,2021
KG모빌리티(쌍용),더 뉴 렉스턴 스포츠,디젤 2.2 4WD,익스페디션,디젤,픽업트럭,2022
기아,카니발 4세대,7인승 시그니처,,디젤,SUV,2020
현대,더 뉴 코나,가솔린 2.0 2WD,2.0 N,가솔린,CUV,2022
기아,K5 3세대,1.6 터보,시그니처,가솔린,세단,2020
현대,쏘나타 (DN8),1.6 터보,인스퍼레이션,가솔린,세단,2019
현대,더 뉴 코나,가솔린 2.0 2WD,2.0 N,가솔린,CUV,2022
기아,더 뉴 카니발,7인승 리무진,프레지던트,디젤,SUV,2018
기아,카니발 4세대,가솔린 9인승 하이리무진,시그니처,가솔린,SUV,2021
KG모빌리티(쌍용),렉스턴 스포츠,디젤 2.2 4WD,프레스티지,디젤,픽업트럭,2018
기아,더 뉴 레이,트렌디,,가솔린,소형,2019
기아,카니발 4세대,9인승 프레스티지,,디젤,SUV,2020
기아,더 뉴 카니발 4세대,9인승 하이리무진,시그니처,디젤,SUV,2024
현대,더 뉴 팰리세이드,디젤 2.2 2WD,익스클루시브,디젤,SUV,2022
현대,올 뉴 투싼,디젤 1.7 2WD,모던,디젤,SUV,2017
기아,스포티지 더 볼드,디젤 1.6 2WD,트렌디,디젤,CUV,2020
기아,올 뉴 모닝,디럭스 트렌디,,가솔린,소형,2014
현대,더 뉴 아반떼 (CN7),1.6 LPi,모던,LPG,세단,2023
현대,아반떼 (CN7),1.6,모던,가솔린,세단,2021
현대,아반떼 AD,1.6 GDI 밸류 플러스,,가솔린,세단,2018
KG모빌리티(쌍용),렉스턴 스포츠,디젤 2.2 4WD,프레스티지,디젤,픽업트럭,2018
현대,더 뉴 그랜드 스타렉스,리무진,,디젤,SUV,2018
기아,더 뉴 쏘렌토,디젤 2.0 2WD,노블레스 스페셜,디젤,SUV,2018
기아,더 뉴 쏘렌토,디젤 2.0 2WD,노블레스 스페셜,디젤,SUV,2018
기아,카니발 4세대,가솔린 9인승 하이리무진,시그니처,가솔린,SUV,2021
현대,쏘나타 뉴 라이즈,LPI 스타일,,LPG,세단,2017
쉐보레(GM대우),스파크,LT,기본형,가솔린,소형,2014
기아,더 뉴 카니발 4세대,HEV 9인승 하이리무진,시그니처,가솔린+전기,SUV,2024
르노코리아(삼성),뉴SM3,RE,,가솔린,세단,2013
기아,레이,터보 프레스티지,,가솔린,소형,2013
현대,더 뉴 그랜저 IG 하이브리드,익스클루시브,,가솔린+전기,세단,2020
현대,더 뉴 그랜드 스타렉스,냉동차,,디젤,SUV,2019
기아,카니발 4세대,9인승 노블레스,,디젤,SUV,2020
기아,더 뉴 카니발 4세대,9인승 프레스티지,,디젤,SUV,2024
쉐보레(GM대우),더 넥스트 스파크,패션,,가솔린,소형,2016
현대,더 뉴 아반떼 AD,1.6,스타일,가솔린,세단,2018
기아,쏘렌토 4세대,HEV 1.6 2WD,그래비티,가솔린+전기,SUV,2022
기아,더 뉴 셀토스,가솔린 1.6 터보 2WD,그래비티,가솔린,CUV,2023
현대,아반떼 (CN7),1.6,인스퍼레이션,가솔린,세단,2021
기아,더 뉴 카니발 4세대,HEV 9인승 하이리무진 (특장업체),,가솔린+전기,SUV,2023
현대,아반떼 (CN7),2.0 N,,가솔린,세단,2022
쉐보레(GM대우),리얼 뉴 콜로라도,3.6 익스트림 2WD,,가솔린,픽업트럭,2020
기아,쏘렌토 4세대,디젤 2.2 2WD,노블레스,디젤,SUV,2020
기아,더 뉴 카니발 4세대,9인승 프레스티지,,디젤,SUV,2024
현대,더 뉴 그랜저 IG,3.0 LPi,프리미엄,LPG,세단,2022
현대,아반떼 (CN7),1.6,인스퍼레이션,가솔린,세단,2020
현대,그랜저 HG,HG240 모던,,가솔린,세단,2014
기아,쏘렌토 4세대,디젤 2.2 2WD,프레스티지,디젤,SUV,2020
기아,더 뉴 스포티지 R,디젤 4WD 프레스티지,,디젤,CUV,2013
쉐보레(GM대우),더 뉴 스파크,프리미어,,가솔린,소형,2020
현대,그랜저 IG,2.4 프리미엄,스페셜,가솔린,세단,2018
현대,쏘나타 (DN8),2,프리미엄 패밀리,가솔린,세단,2021
현대,더 뉴 아반떼 AD,1.6,스마트 초이스,가솔린,세단,2019
기아,더 뉴 셀토스,가솔린 1.6 터보 2WD,시그니처,가솔린,CUV,2024
현대,아반떼 (CN7),1.6,모던,가솔린,세단,2020
현대,아반떼 MD,M16 GDI 탑,,가솔린,세단,2011
현대,투싼 (NX4),가솔린 1.6 터보 2WD,인스퍼레이션,가솔린,SUV,2021
기아,레이,럭셔리,,가솔린,소형,2012
현대,그랜저 HG 하이브리드,프리미엄,,가솔린+전기,세단,2015
현대,투싼 (NX4),가솔린 1.6 터보 2WD,프리미엄,가솔린,SUV,2023
기아,카니발 4세대,가솔린 9인승 하이리무진(특장업체),,가솔린,SUV,2023
기아,셀토스,가솔린 1.6 터보 4WD,시그니처,가솔린,CUV,2021
현대,더 뉴 그랜드 스타렉스,밴 5인승,모던,디젤,SUV,2018
기아,더 뉴 카니발,9인승 노블레스 스페셜,,디젤,SUV,2019
기아,더 뉴 쏘렌토,디젤 2.2 2WD,노블레스 스페셜,디젤,SUV,2018
현대,쏘나타 (DN8),2.0 LPG(렌터카용),스타일,LPG,세단,2019
현대,그랜저 HG,HG240 모던,,가솔린,세단,2014
기아,더 뉴 K5,LPI 디럭스,,LPG,세단,2014
현대,더 뉴 그랜저 IG,2.5,프리미엄,가솔린,세단,2020
기아,더 뉴 쏘렌토,가솔린 2.0 터보 2WD,마스터 스페셜,가솔린,SUV,2019
현대,스타리아,카고 5인승,모던,디젤,SUV,2021
기아,카니발 4세대,9인승 노블레스,,디젤,SUV,2022
현대,그랜저 IG 하이브리드,익스클루시브,스페셜,가솔린+전기,세단,2019
현대,아반떼 하이브리드 (CN7),스마트,,가솔린+전기,세단,2020
르노코리아(삼성),SM3 네오,디젤 LE,,디젤,세단,2016
현대,더 뉴 그랜드 스타렉스,리무진,,디젤,SUV,2018
기아,더 뉴 카니발 4세대,HEV 9인승 그래비티,,가솔린+전기,SUV,2024
기아,카니발 4세대,9인승 시그니처,,디젤,SUV,2020
기아,카니발 4세대,9인승 노블레스,,디젤,SUV,2021
기아,더 뉴 카니발 4세대,7인승 아웃도어,노블레스,디젤,SUV,2024
현대,쏘나타 (DN8),2,프리미엄 패밀리,가솔린,세단,2019
기아,K5 2세대,LPI MX,럭셔리,LPG,세단,2017
르노코리아(삼성),뉴SM5 플래티넘,LPLi LE,기본형,LPG,세단,2014
기아,레이,프레스티지,,가솔린,소형,2014
현대,그랜드 스타렉스,4WD 12인승 왜건,모던,디젤,SUV,2016
현대,팰리세이드,디젤 2.2 4WD,캘리그래피,디젤,SUV,2021
현대,그랜저 HG,LPG HG300 프라임,,LPG,세단,2012
현대,더 뉴 그랜저 IG 하이브리드,익스클루시브,,가솔린+전기,세단,2020
기아,올 뉴 카니발,9인승 노블레스,,디젤,SUV,2014
기아,카니발 4세대,9인승 노블레스,,디젤,SUV,2021
KG모빌리티(쌍용),렉스턴 스포츠,디젤 2.2 4WD,어드벤처,디젤,픽업트럭,2019
기아,올 뉴 모닝,럭셔리,,가솔린,소형,2012
현대,그랜드 스타렉스,5인승 밴,모던,디젤,SUV,2016
르노코리아(삼성),SM5 노바,LPLi 택시렌터카 고급형,,LPG,세단,2018
기아,카니발 4세대,9인승 노블레스,,디젤,SUV,2022
현대,그랜저 IG,2.4 모던,,가솔린,세단,2018
현대,그랜저 IG,3.0 익스클루시브,스페셜,가솔린,세단,2019
기아,K5 3세대,1.6 터보,노블레스,가솔린,세단,2020
기아,뉴 쏘렌토 R,디젤 2.0 2WD,TLX,디젤,SUV,2013
기아,더 뉴 K3,트렌디,스타일,가솔린,세단,2016
현대,그랜저 HG,HG220 디젤 프리미엄,,디젤,세단,2014
기아,더 뉴 카니발,9인승 노블레스 스페셜,,디젤,SUV,2018
현대,그랜드 스타렉스,4WD 어린이보호차,,디젤,SUV,2018
현대,아반떼 (CN7),1.6 터보 N Line,인스퍼레이션,가솔린,세단,2021
기아,스포티지 5세대 하이브리드,노블레스 그래비티 2WD,,가솔린+전기,CUV,2021
기아,더 뉴 카니발,9인승 프레스티지,,디젤,SUV,2019
현대,그랜저 HG,HG240 모던,,가솔린,세단,2014
현대,팰리세이드,가솔린 3.8 2WD,익스클루시브,가솔린,SUV,2019
현대,더 뉴 그랜저 IG,2.5,프리미엄,가솔린,세단,2020
기아,모하비 더 마스터,디젤 3.0 4WD 6인승,마스터즈,디젤,SUV,2020
KG모빌리티(쌍용),뉴체어맨 W,CW600 4TRONIC,SVIP,가솔린,세단,2013
현대,더 뉴 그랜저 IG,2.5,르블랑,가솔린,세단,2022
쉐보레(GM대우),더 뉴 스파크,LS,,가솔린,소형,2019
제네시스,더 뉴 G70 슈팅브레이크,가솔린 2.0T 2WD,,가솔린,소형,2022
기아,더 뉴 K3 2세대,1.6,트렌디,가솔린,세단,2021
기아,더 뉴 K3,프레스티지,스페셜,가솔린,세단,2016
기아,카니발 4세대,9인승 노블레스,,디젤,SUV,2021
기아,K5 하이브리드 3세대,시그니처,,가솔린+전기,세단,2021
현대,LF 쏘나타,1.7 디젤 케어플러스,,디젤,세단,2017
기아,쏘렌토 4세대,가솔린 2.5T 2WD,프레스티지,가솔린,SUV,2022
기아,스포티지 더 볼드,디젤 2.0 4WD,럭셔리,디젤,CUV,2019
현대,아반떼 AD,1.6 터보 스포츠,,가솔린,세단,2018
기아,셀토스,가솔린 1.6 터보 2WD,프레스티지,가솔린,CUV,2021
현대,그랜저 HG,HG240 모던,,가솔린,세단,2013
현대,그랜저 IG 하이브리드,익스클루시브,스페셜,가솔린+전기,세단,2017
기아,모닝 어반 (JA),밴,,가솔린,소형,2021
현대,YF 쏘나타,LPI 디럭스,,LPG,세단,2010
현대,그랜저 하이브리드 (GN7),캘리그래피,,가솔린+전기,세단,2023
기아,쏘렌토 4세대,HEV 1.6 2WD,그래비티,가솔린+전기,SUV,2023
르노코리아(삼성),SM3 네오,RE,,가솔린,세단,2014
기아,뉴모닝,SLX,고급형 블랙프리미엄,가솔린,소형,2008
르노코리아(삼성),SM3 네오,LE,,가솔린,세단,2014
기아,K5 3세대,1.6 터보,시그니처,가솔린,세단,2021
현대,그랜저 HG,HG300 익스클루시브,,가솔린,세단,2013
현대,더 뉴 그랜저 IG 하이브리드,프리미엄 초이스,,가솔린+전기,세단,2021
현대,팰리세이드,디젤 2.2 2WD,프레스티지,디젤,SUV,2019
현대,더 뉴 그랜저 IG,3.3,익스클루시브,가솔린,세단,2020
기아,모하비 더 마스터,디젤 3.0 4WD 7인승,마스터즈,디젤,SUV,2020
기아,셀토스,가솔린 1.6 터보 2WD,프레스티지,가솔린,CUV,2021
기아,올 뉴 모닝 (JA),럭셔리,,가솔린,소형,2019
현대,더 뉴 아반떼,1.6 GDi 모던,기본형,가솔린,세단,2014
현대,팰리세이드,가솔린 3.8 4WD,프레스티지,가솔린,SUV,2019
기아,모하비 더 마스터,디젤 3.0 4WD 6인승,마스터즈 그래비티,디젤,SUV,2023
현대,팰리세이드,가솔린 3.8 2WD,프레스티지,가솔린,SUV,2021
기아,더 뉴 기아 레이,시그니처,,가솔린,소형,2023
현대,그랜드 스타렉스,3인승 밴,스마트,디젤,SUV,2017
현대,투싼 하이브리드 (NX4),인스퍼레이션 2WD,,가솔린+전기,SUV,2021
현대,더 뉴 그랜저 IG,2.5,익스클루시브,가솔린,세단,2020
현대,더 뉴 그랜드 스타렉스,밴 5인승,모던,디젤,SUV,2019
쉐보레(GM대우),더 뉴 트레일블레이저,1.3 터보 4WD,RS,가솔린,소형,2024
쉐보레(GM대우),더 넥스트 스파크,LTZ,,가솔린,소형,2016
기아,더 뉴 셀토스,가솔린 1.6 터보 2WD,시그니처,가솔린,CUV,2023
기아,쏘렌토 4세대,디젤 2.2 4WD,시그니처,디젤,SUV,2023
현대,더 뉴 그랜저 IG,2.5,프리미엄 초이스,가솔린,세단,2020
현대,아반떼 AD,1.6 GDI 스마트,,가솔린,세단,2016
현대,LF 쏘나타,LPI 스마트,,LPG,세단,2014
현대,투싼 ix,디젤 2WD LX20,럭셔리,디젤,SUV,2009
현대,더 뉴 그랜저 IG,3.0 LPi (렌터카용),프리미엄,LPG,세단,2020
쉐보레(GM대우),리얼 뉴 콜로라도,3.6 익스트림 4WD,,가솔린,픽업트럭,2021
현대,쏘나타 하이브리드 (DN8),프리미엄,밀레니얼,가솔린+전기,세단,2019
현대,더 뉴 팰리세이드,디젤 2.2 4WD,르블랑,디젤,SUV,2023
현대,쏘나타 (DN8),2.0 LPG(렌터카용),스마트,LPG,세단,2020
현대,제네시스 쿠페,200 터보 RW,,가솔린,소형,2009
기아,더 뉴 모닝,디럭스,,가솔린,소형,2016
기아,레이,터보,,가솔린,소형,2013
기아,더 뉴 카니발 4세대,가솔린 9인승 시그니처,,가솔린,SUV,2024
기아,스포티지 5세대,가솔린 1.6 터보 2WD,시그니처,가솔린,CUV,2023
현대,코나,1.6 터보 2WD,모던,가솔린,CUV,2018
